T  (s),T1,T2,T3,CL1cBAK2,CL2polyAC,CL3cBAK2,CL4polyAC,CL5cBAK2,Cl6polyAC,CL7cBAK2,CL8polyAC,Sum1,Sum2,Sum3,Sum4,Sum5,Sum6,Sum7,Sum8,Inj.,Val.,Vol.,Flow,Tim.,Setpoint,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8
195.014999,26.946735,22.49761,26.941063,589.541016,-921.566772,-1009.468811,-1033.306763,-607.589844,220.963455,592.070435,311.319427,1.162841,1.163009,1.162835,1.163317,1.163448,1.16348,1.163201,1.163185,1.0,1.0,9800.0,50.0,600.0,27.0,-0.223074,0.348708,0.381969,0.390989,0.229904,-0.08361,-0.224031,-0.117799
198.311005,26.949028,22.496424,26.943375,590.476318,-924.39209,-1007.766174,-1034.028076,-604.937866,220.504822,595.395325,313.340271,1.162881,1.163016,1.162865,1.1633,1.163454,1.163501,1.163231,1.16317,1.0,1.0,9800.0,50.0,600.0,27.0,-0.223428,0.349778,0.381325,0.391262,0.2289,-0.083436,-0.22529,-0.118564
201.576996,26.95335,22.458897,26.942249,593.30481,-925.111877,-1003.095703,-1031.734009,-600.595642,220.988861,597.863098,313.58786,1.162814,1.162995,1.162846,1.163296,1.163423,1.163456,1.163193,1.163139,1.0,1.0,9800.0,50.0,600.0,27.0,-0.224499,0.35005,0.379558,0.390394,0.227257,-0.083619,-0.226223,-0.118657
204.837997,26.971807,22.438917,26.943438,598.769043,-923.061584,-998.057495,-1029.951294,-597.652649,220.027649,597.731812,311.836975,1.162863,1.162986,1.162832,1.163265,1.163419,1.163473,1.163168,1.163145,1.0,1.0,9800.0,50.0,600.0,27.0,-0.226566,0.349274,0.377652,0.38972,0.226144,-0.083256,-0.226174,-0.117995
208.106003,26.966366,22.477005,26.942499,604.606445,-921.031372,-994.703735,-1030.28894,-597.469177,215.416122,595.283203,308.464264,1.162768,1.162956,1.162801,1.163255,1.163396,1.163419,1.163151,1.163072,1.0,1.0,9800.0,50.0,600.0,27.0,-0.228775,0.348506,0.376382,0.389847,0.226074,-0.081511,-0.225247,-0.116719
211.369995,26.944441,22.483873,26.942751,607.3797,-922.868469,-995.090637,-1034.112793,-600.977539,209.445511,591.295288,306.008545,1.162797,1.162937,1.162814,1.163234,1.163369,1.163437,1.163126,1.163094,1.0,1.0,9800.0,50.0,600.0,27.0,-0.229824,0.349201,0.376529,0.391294,0.227402,-0.079251,-0.223738,-0.11579
214.632004,26.953724,22.511034,26.941999,606.891296,-927.734314,-999.047485,-1039.677734,-605.74469,202.956512,587.885925,303.264893,1.162786,1.16297,1.162819,1.163242,1.16335,1.163412,1.163151,1.163056,1.0,1.0,9800.0,50.0,600.0,27.0,-0.22964,0.351042,0.378026,0.3934,0.229206,-0.076796,-0.222448,-0.114751
217.891998,26.947695,22.527706,26.9405,602.36499,-934.871399,-1004.423767,-1046.748413,-610.051514,197.543045,585.333191,302.229675,1.162752,1.162907,1.162767,1.163201,1.163325,1.163379,1.163108,1.163077,1.0,1.0,9800.0,50.0,600.0,27.0,-0.227927,0.353743,0.38006,0.396076,0.230835,-0.074748,-0.221482,-0.11436
221.156998,26.968607,22.519712,26.941187,597.122986,-942.683044,-1009.598022,-1052.356689,-613.805176,193.635223,584.32605,301.134735,1.162764,1.162933,1.16277,1.16322,1.16337,1.163391,1.163104,1.163061,1.0,1.0,9800.0,50.0,600.0,27.0,-0.225943,0.356699,0.382018,0.398198,0.232256,-0.073269,-0.221101,-0.113945
224.431,26.976929,22.508911,26.940563,591.924377,-949.501099,-1013.173584,-1056.759644,-615.666931,191.145615,583.46814,298.634949,1.162759,1.16295,1.162759,1.163196,1.163328,1.163371,1.163105,1.163087,1.0,1.0,9800.0,50.0,600.0,27.0,-0.223976,0.359278,0.383371,0.399864,0.23296,-0.072327,-0.220776,-0.112999
