T  (s)	T1	T2	T3	5然cBAK2	5然polyAC	5然cBAK2	5然polyAC	40然cBAK2	40然polyAC	40然cBAK2	40然polyAC	Sum1	Sum2	Sum3	Sum4	Sum5	Sum6	Sum7	Sum8	Inj.	Val.	Vol.	Flow	Tim.	Setpoint	CP1	CP2	CP3	CP4	CP5	CP6	CP7	CP8
10593.432617	27.035730	22.564419	26.964750	-1878.716431	938.581238	6.958940	222.956131	318.347839	835.744690	798.570251	1432.136230	1.148018	1.148163	1.147948	1.148477	1.148636	1.148705	1.148365	1.148293	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710881	-0.355147	-0.002633	-0.084364	-0.120459	-0.316235	-0.302168	-0.541901
10596.684570	27.028101	22.567541	26.966125	-1878.662354	938.444824	6.356806	228.652924	318.245300	835.776367	798.355957	1432.161499	1.147985	1.148149	1.147956	1.148497	1.148712	1.148742	1.148389	1.148346	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710861	-0.355095	-0.002405	-0.086519	-0.120420	-0.316247	-0.302087	-0.541911
10599.941406	27.030716	22.598886	26.966063	-1879.023071	938.492554	6.598389	222.208801	317.941589	835.802490	798.231506	1432.029419	1.148042	1.148170	1.147970	1.148513	1.148706	1.148760	1.148443	1.148339	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710997	-0.355113	-0.002497	-0.084081	-0.120305	-0.316256	-0.302040	-0.541861
10603.193359	27.029755	22.585773	26.964874	-1879.417603	938.322693	6.113560	221.476181	317.949371	835.642029	798.050598	1432.412109	1.148020	1.148166	1.147979	1.148490	1.148655	1.148719	1.148400	1.148349	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711146	-0.355049	-0.002313	-0.083804	-0.120308	-0.316196	-0.301972	-0.542005
10606.450195	27.030075	22.563232	26.965813	-1878.765137	938.669678	6.314449	220.844284	318.002563	835.980103	797.982605	1432.461792	1.148068	1.148207	1.147985	1.148493	1.148689	1.148706	1.148389	1.148335	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710899	-0.355180	-0.002389	-0.083565	-0.120328	-0.316324	-0.301946	-0.542024
10609.700195	27.044212	22.582964	26.966375	-1878.578857	938.872253	6.094878	219.947800	318.138916	836.246277	797.763611	1432.556519	1.148023	1.148146	1.147933	1.148487	1.148625	1.148665	1.148367	1.148331	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710829	-0.355257	-0.002306	-0.083225	-0.120379	-0.316424	-0.301863	-0.542060
10612.958008	27.028154	22.603006	26.964874	-1878.794189	939.325134	5.919211	224.770294	318.008453	836.406799	797.682434	1432.688843	1.147997	1.148133	1.147928	1.148478	1.148632	1.148734	1.148384	1.148344	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710910	-0.355428	-0.002240	-0.085050	-0.120330	-0.316485	-0.301832	-0.542110
10616.207031	27.003296	22.635662	26.965626	-1878.725464	939.442078	5.825578	221.942307	318.236389	836.356873	797.566772	1432.579834	1.148036	1.148133	1.147971	1.148465	1.148658	1.148717	1.148400	1.148337	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710884	-0.355472	-0.002204	-0.083980	-0.120416	-0.316466	-0.301789	-0.542069
10619.458008	27.006336	22.657766	26.966749	-1878.382446	939.596436	5.811659	228.989670	318.081818	836.474548	797.534668	1432.867432	1.148016	1.148161	1.147944	1.148495	1.148654	1.148700	1.148398	1.148334	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710755	-0.355531	-0.002199	-0.086647	-0.120358	-0.316511	-0.301776	-0.542178
10622.712891	27.015940	22.674749	26.968000	-1878.240479	939.766174	5.386710	234.750504	318.074738	836.674927	797.452332	1433.415771	1.148031	1.148130	1.147916	1.148469	1.148626	1.148683	1.148335	1.148327	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710701	-0.355595	-0.002038	-0.088826	-0.120355	-0.316587	-0.301745	-0.542385
10625.967773	27.024473	22.674124	26.966063	-1878.578613	940.132996	4.993855	225.078918	317.744354	837.231445	797.019348	1433.018921	1.147976	1.148135	1.147947	1.148475	1.148602	1.148676	1.148355	1.148295	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710829	-0.355734	-0.001890	-0.085167	-0.120230	-0.316797	-0.301581	-0.542235
10629.222656	27.026768	22.656767	26.966812	-1878.667725	940.209290	4.930041	236.888260	317.871643	836.550293	796.924438	1433.300537	1.147953	1.148093	1.147913	1.148459	1.148644	1.148707	1.148341	1.148317	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710863	-0.355763	-0.001865	-0.089635	-0.120278	-0.316539	-0.301546	-0.542342
10632.475586	27.022980	22.651335	26.965876	-1878.740601	940.327148	4.619417	245.537552	317.818481	836.451294	797.037537	1433.652954	1.147992	1.148108	1.147929	1.148465	1.148646	1.148711	1.148395	1.148330	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710890	-0.355807	-0.001748	-0.092908	-0.120258	-0.316502	-0.301588	-0.542475
10635.728516	27.009378	22.653458	26.966688	-1877.972656	940.405273	4.856924	232.902802	317.999847	836.962952	797.078369	1433.469604	1.147985	1.148114	1.147926	1.148484	1.148653	1.148713	1.148408	1.148319	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710600	-0.355837	-0.001838	-0.088127	-0.120327	-0.316696	-0.301604	-0.542406
10638.981445	27.009432	22.640221	26.967375	-1878.417480	940.810120	4.422018	238.832123	317.891785	836.872253	797.153748	1433.455688	1.148015	1.148145	1.147929	1.148494	1.148691	1.148717	1.148393	1.148287	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710768	-0.355990	-0.001673	-0.090371	-0.120286	-0.316661	-0.301632	-0.542400
10642.241211	27.004683	22.654018	26.966312	-1878.319092	940.990845	4.703631	241.843246	317.915131	837.098694	797.012573	1434.006958	1.148005	1.148138	1.147960	1.148463	1.148652	1.148677	1.148363	1.148318	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710731	-0.356058	-0.001780	-0.091510	-0.120295	-0.316747	-0.301579	-0.542609
10645.500000	27.013966	22.647339	26.968063	-1878.108154	941.053345	3.997046	239.285858	317.674622	836.918091	797.083801	1434.088013	1.147955	1.148110	1.147901	1.148435	1.148638	1.148668	1.148340	1.148266	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710651	-0.356082	-0.001512	-0.090543	-0.120204	-0.316679	-0.301606	-0.542640
10648.753906	27.006443	22.639721	26.967875	-1877.613525	941.388184	3.461002	251.460693	318.179779	837.095520	796.872498	1433.893555	1.147952	1.148113	1.147884	1.148480	1.148635	1.148686	1.148359	1.148278	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710464	-0.356209	-0.001310	-0.095149	-0.120395	-0.316746	-0.301526	-0.542566
10652.005859	26.991133	22.576159	26.966188	-1878.081543	940.490662	3.501669	244.869507	317.764099	837.027588	796.705505	1433.841797	1.148000	1.148119	1.147918	1.148482	1.148630	1.148679	1.148335	1.148290	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710641	-0.355869	-0.001325	-0.092655	-0.120238	-0.316720	-0.301463	-0.542546
10655.260742	26.981745	22.594141	26.967501	-1877.369629	942.058655	4.284835	244.788788	318.050201	837.363586	797.058167	1434.431641	1.148013	1.148141	1.147973	1.148499	1.148689	1.148721	1.148400	1.148366	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710371	-0.356462	-0.001621	-0.092625	-0.120346	-0.316847	-0.301596	-0.542770
10658.514648	26.967821	22.628794	26.967562	-1877.797607	941.826965	3.799444	246.621933	317.831757	837.297485	796.556580	1434.361450	1.148012	1.148143	1.147954	1.148451	1.148639	1.148684	1.148362	1.148303	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710533	-0.356375	-0.001438	-0.093318	-0.120263	-0.316822	-0.301406	-0.542743
10661.773437	26.964888	22.612185	26.966999	-1877.579346	942.092041	3.267590	244.700851	317.717224	839.083801	796.850952	1434.668457	1.148002	1.148136	1.147952	1.148450	1.148660	1.148703	1.148392	1.148311	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710451	-0.356475	-0.001236	-0.092592	-0.120220	-0.317498	-0.301518	-0.542859
10665.027344	26.961740	22.634413	26.967625	-1876.970825	942.298889	3.526144	241.846527	318.008636	837.540649	796.737610	1434.721069	1.148021	1.148116	1.147941	1.148481	1.148667	1.148712	1.148392	1.148332	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710221	-0.356553	-0.001334	-0.091511	-0.120330	-0.316914	-0.301475	-0.542879
10668.283203	26.955500	22.638035	26.966688	-1877.257202	942.540466	3.359679	243.909973	317.983337	837.636780	796.481262	1434.754639	1.148056	1.148141	1.147928	1.148467	1.148649	1.148712	1.148371	1.148330	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710329	-0.356645	-0.001271	-0.092292	-0.120321	-0.316951	-0.301378	-0.542892
10671.536133	26.953205	22.647026	26.967251	-1877.166748	942.671875	3.232456	245.535889	317.763275	837.649719	796.491699	1434.706909	1.147987	1.148133	1.147954	1.148499	1.148663	1.148701	1.148415	1.148317	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710295	-0.356694	-0.001223	-0.092907	-0.120237	-0.316955	-0.301382	-0.542874
10674.788086	26.972090	22.593266	26.966749	-1877.151245	942.834961	2.890384	245.818314	317.319794	837.748047	796.101746	1434.586914	1.147997	1.148125	1.147923	1.148482	1.148652	1.148711	1.148385	1.148337	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710289	-0.356756	-0.001094	-0.093014	-0.120070	-0.316993	-0.301234	-0.542828
10678.045898	26.963074	22.602196	26.968687	-1877.105835	942.303467	3.062415	245.011322	317.346832	837.450500	795.878052	1434.352539	1.148050	1.148158	1.147961	1.148486	1.148691	1.148705	1.148345	1.148286	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710272	-0.356555	-0.001159	-0.092709	-0.120080	-0.316880	-0.301150	-0.542740
10681.296875	26.963554	22.625048	26.966875	-1877.058350	942.630249	2.501172	248.143677	316.903778	836.939880	795.407532	1434.371216	1.147976	1.148137	1.147927	1.148461	1.148699	1.148723	1.148388	1.148351	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710254	-0.356679	-0.000946	-0.093894	-0.119912	-0.316687	-0.300972	-0.542747
10684.551758	26.968782	22.648399	26.967062	-1877.310425	941.966553	2.154086	247.555588	316.478851	837.022827	795.197571	1434.165649	1.148023	1.148153	1.147916	1.148456	1.148643	1.148686	1.148385	1.148350	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710349	-0.356427	-0.000815	-0.093672	-0.119751	-0.316718	-0.300892	-0.542669
10687.807617	26.947605	22.645716	26.966875	-1877.673584	941.747314	1.580660	247.999557	316.587769	837.507874	795.113403	1434.321533	1.148050	1.148208	1.147977	1.148540	1.148694	1.148741	1.148414	1.148321	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710486	-0.356345	-0.000598	-0.093840	-0.119793	-0.316902	-0.300860	-0.542728
10691.063477	26.959820	22.632479	26.966562	-1877.456543	942.500000	1.584883	243.847458	316.414734	837.057983	794.653442	1434.301636	1.148037	1.148179	1.147978	1.148507	1.148675	1.148757	1.148417	1.148349	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710404	-0.356629	-0.000600	-0.092269	-0.119727	-0.316731	-0.300686	-0.542720
10694.313477	26.977797	22.628670	26.968063	-1877.510986	942.271667	1.308863	246.653748	316.060547	837.054077	794.684875	1434.346069	1.148073	1.148161	1.147975	1.148516	1.148681	1.148729	1.148390	1.148340	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710425	-0.356543	-0.000495	-0.093330	-0.119593	-0.316730	-0.300698	-0.542737
10697.566406	26.973316	22.569351	26.966375	-1877.738892	942.302368	1.037602	244.623978	315.908203	837.160400	793.648865	1434.352661	1.148031	1.148181	1.147984	1.148498	1.148671	1.148728	1.148411	1.148363	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710511	-0.356555	-0.000393	-0.092562	-0.119535	-0.316770	-0.300306	-0.542740
10700.821289	26.981211	22.553617	26.968563	-1877.799805	941.773621	0.594280	242.023819	315.552521	836.802002	794.201782	1434.425171	1.148044	1.148166	1.147965	1.148530	1.148677	1.148730	1.148377	1.148329	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710534	-0.356354	-0.000225	-0.091579	-0.119401	-0.316635	-0.300515	-0.542767
10704.075195	26.988413	22.538881	26.966625	-1878.248535	941.742798	0.180560	242.497101	315.437714	836.723999	793.873657	1434.002319	1.148005	1.148115	1.147921	1.148454	1.148630	1.148680	1.148355	1.148310	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710704	-0.356343	-0.000068	-0.091758	-0.119357	-0.316605	-0.300391	-0.542607
10707.327148	27.005003	22.540817	26.967937	-1877.464844	941.764465	0.526895	240.810638	315.514404	837.494019	793.919067	1433.865234	1.148019	1.148130	1.147970	1.148502	1.148670	1.148740	1.148391	1.148334	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710407	-0.356351	-0.000199	-0.091120	-0.119386	-0.316896	-0.300408	-0.542555
10710.584961	27.004896	22.552744	26.968124	-1878.828491	941.430176	-0.183392	242.628296	314.633545	836.158081	793.322998	1433.798828	1.147974	1.148121	1.147893	1.148427	1.148623	1.148654	1.148338	1.148284	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710923	-0.356225	0.000069	-0.091807	-0.119053	-0.316391	-0.300183	-0.542530
10713.840820	26.993908	22.601196	26.968124	-1878.771362	941.379089	-0.625352	240.295563	314.954376	836.325684	793.019165	1433.330444	1.147982	1.148110	1.147906	1.148453	1.148623	1.148642	1.148323	1.148236	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710902	-0.356205	0.000237	-0.090925	-0.119175	-0.316454	-0.300068	-0.542353
10717.093750	26.992893	22.631729	26.967188	-1877.916382	941.756409	-0.654164	238.370056	314.812164	836.574280	793.367737	1433.849854	1.147994	1.148154	1.147964	1.148497	1.148648	1.148719	1.148383	1.148335	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710578	-0.356348	0.000248	-0.090196	-0.119121	-0.316548	-0.300200	-0.542550
10720.346680	27.004044	22.644030	26.968437	-1878.836182	941.504761	-1.098204	240.501419	314.187988	836.078735	792.823853	1433.254639	1.147998	1.148141	1.147949	1.148490	1.148655	1.148674	1.148363	1.148326	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.710926	-0.356253	0.000416	-0.091003	-0.118885	-0.316361	-0.299994	-0.542324
10723.597656	27.024261	22.657516	26.969688	-1879.183716	940.825012	-1.320238	241.342758	314.230408	835.738037	792.460999	1433.342041	1.147970	1.148127	1.147913	1.148450	1.148600	1.148645	1.148345	1.148284	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711058	-0.355996	0.000500	-0.091321	-0.118901	-0.316232	-0.299857	-0.542357
10726.856445	27.032955	22.677372	26.969250	-1879.337524	940.991150	-1.845804	241.939682	314.110291	835.735291	792.181458	1433.149536	1.147991	1.148118	1.147891	1.148439	1.148619	1.148691	1.148364	1.148297	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711116	-0.356058	0.000698	-0.091547	-0.118855	-0.316231	-0.299751	-0.542284
10730.112305	27.003242	22.685551	26.969063	-1879.793945	941.222961	-1.841560	243.150101	313.947266	835.913269	792.048401	1433.047974	1.147963	1.148139	1.147931	1.148444	1.148611	1.148709	1.148396	1.148308	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711289	-0.356146	0.000697	-0.092005	-0.118793	-0.316298	-0.299700	-0.542246
10733.372070	26.998442	22.667194	26.969376	-1879.896484	941.108826	-2.370612	242.241501	313.250610	835.449158	791.838928	1432.839478	1.147989	1.148116	1.147939	1.148450	1.148660	1.148692	1.148353	1.148296	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711328	-0.356103	0.000897	-0.091661	-0.118530	-0.316123	-0.299621	-0.542167
10736.623047	27.001963	22.672251	26.968937	-1879.575806	940.821838	-2.544685	243.298523	313.935120	835.890747	792.101318	1433.235718	1.147996	1.148162	1.147976	1.148516	1.148676	1.148686	1.148376	1.148342	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711206	-0.355994	0.000963	-0.092061	-0.118789	-0.316290	-0.299720	-0.542317
10739.875977	26.989267	22.662573	26.969250	-1880.115967	940.782715	-3.186278	241.674438	313.456543	835.545471	791.854797	1432.915527	1.147990	1.148122	1.147928	1.148472	1.148660	1.148692	1.148361	1.148284	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711411	-0.355980	0.001206	-0.091446	-0.118608	-0.316159	-0.299627	-0.542196
10743.129883	26.981905	22.622362	26.967937	-1879.554932	941.545776	-2.710538	243.630447	314.176270	835.977661	792.118408	1433.481445	1.148012	1.148129	1.147962	1.148501	1.148685	1.148732	1.148412	1.148364	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711198	-0.356268	0.001026	-0.092186	-0.118880	-0.316323	-0.299727	-0.542410
10746.386719	26.989693	22.626171	26.967438	-1880.067017	941.292480	-2.926945	244.571274	313.641907	835.648865	791.928528	1432.961548	1.148018	1.148196	1.147965	1.148495	1.148685	1.148707	1.148387	1.148324	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711392	-0.356172	0.001108	-0.092542	-0.118678	-0.316198	-0.299655	-0.542213
10749.642578	27.004044	22.632416	26.967812	-1879.867187	941.364624	-3.276932	243.792831	313.789001	835.929565	791.708862	1433.457275	1.148022	1.148149	1.147936	1.148503	1.148663	1.148731	1.148406	1.148351	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711316	-0.356200	0.001240	-0.092248	-0.118734	-0.316305	-0.299572	-0.542401
10752.893555	26.996254	22.601446	26.969875	-1880.880371	940.811035	-3.979571	243.600739	313.178558	835.273621	791.213074	1432.542358	1.147968	1.148123	1.147900	1.148482	1.148621	1.148667	1.148376	1.148329	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711700	-0.355990	0.001506	-0.092175	-0.118503	-0.316056	-0.299384	-0.542055
10756.147461	27.004204	22.630854	26.968374	-1880.029541	941.493164	-3.276044	244.983109	313.726776	835.686340	791.495972	1433.282715	1.148044	1.148188	1.147988	1.148513	1.148698	1.148744	1.148395	1.148326	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711378	-0.356248	0.001240	-0.092698	-0.118710	-0.316212	-0.299491	-0.542335
10759.398437	27.016525	22.647400	26.968624	-1880.747314	940.995789	-4.417814	242.556198	312.751312	835.102417	790.694092	1432.750854	1.147989	1.148124	1.147962	1.148463	1.148663	1.148688	1.148363	1.148298	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711650	-0.356060	0.001672	-0.091780	-0.118341	-0.315992	-0.299188	-0.542134
10762.653320	27.020741	22.661449	26.968750	-1880.569092	940.965820	-4.864749	244.485886	313.100800	835.234680	791.070740	1432.559082	1.147983	1.148136	1.147944	1.148480	1.148664	1.148682	1.148371	1.148287	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711582	-0.356049	0.001841	-0.092510	-0.118473	-0.316042	-0.299331	-0.542061
10765.911133	27.028582	22.675436	26.969126	-1881.158936	941.224243	-4.884321	243.083817	312.743469	834.973633	790.353760	1432.326538	1.147993	1.148130	1.147953	1.148508	1.148682	1.148712	1.148353	1.148320	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711805	-0.356147	0.001848	-0.091980	-0.118338	-0.315943	-0.299059	-0.541973
10769.163086	27.016846	22.637972	26.969063	-1881.417603	940.622192	-5.266490	244.218353	312.552795	834.703003	790.041992	1432.342041	1.147998	1.148119	1.147957	1.148500	1.148686	1.148724	1.148385	1.148322	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711903	-0.355919	0.001993	-0.092409	-0.118266	-0.315840	-0.298941	-0.541979
10772.418945	26.997749	22.629543	26.968500	-1881.922852	940.728088	-5.901686	240.167801	312.561920	834.743164	790.129089	1432.014893	1.148007	1.148151	1.147944	1.148514	1.148712	1.148746	1.148374	1.148335	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712094	-0.355959	0.002233	-0.090876	-0.118269	-0.315856	-0.298974	-0.541855
10775.671875	27.003403	22.633726	26.967188	-1881.534424	940.923340	-5.969618	242.789780	312.922607	835.090393	790.490540	1432.483032	1.148036	1.148188	1.147992	1.148511	1.148705	1.148729	1.148421	1.148325	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.711947	-0.356033	0.002259	-0.091868	-0.118406	-0.315987	-0.299111	-0.542032
10778.920898	26.987453	22.616930	26.969250	-1882.404541	940.371338	-6.248898	238.509445	312.354004	834.629761	789.729675	1431.941528	1.148000	1.148125	1.147919	1.148437	1.148624	1.148680	1.148368	1.148305	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712277	-0.355824	0.002364	-0.090249	-0.118191	-0.315813	-0.298823	-0.541827
10782.177734	26.969423	22.567041	26.968624	-1881.885986	941.088928	-5.425166	240.142990	312.741913	834.922607	789.987915	1432.370239	1.148050	1.148170	1.147983	1.148467	1.148685	1.148714	1.148362	1.148340	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712080	-0.356095	0.002053	-0.090867	-0.118337	-0.315924	-0.298921	-0.541990
10785.428711	26.971609	22.565168	26.968250	-1881.766113	940.989563	-6.406735	238.600357	311.903748	834.527466	789.398804	1431.987915	1.147999	1.148169	1.147972	1.148528	1.148718	1.148758	1.148398	1.148332	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712035	-0.356058	0.002424	-0.090283	-0.118020	-0.315774	-0.298698	-0.541845
10788.682617	26.985426	22.562546	26.969500	-1882.107544	940.647278	-6.687295	238.491974	311.976501	834.430054	789.428833	1431.922241	1.148028	1.148201	1.148044	1.148565	1.148734	1.148784	1.148477	1.148382	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712164	-0.355928	0.002530	-0.090242	-0.118048	-0.315737	-0.298709	-0.541820
10791.932617	26.987667	22.573786	26.969250	-1882.023926	940.604370	-6.894018	237.715439	311.368958	834.102112	789.194763	1431.913574	1.148062	1.148189	1.148017	1.148565	1.148735	1.148762	1.148449	1.148376	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712133	-0.355912	0.002609	-0.089948	-0.117818	-0.315613	-0.298621	-0.541817
10795.185547	26.978758	22.579655	26.968563	-1882.481689	940.134094	-7.740881	234.212265	310.990479	833.942688	788.669373	1431.402954	1.148070	1.148165	1.147975	1.148537	1.148722	1.148776	1.148412	1.148370	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712306	-0.355734	0.002929	-0.088623	-0.117675	-0.315553	-0.298422	-0.541624
10798.442383	26.976517	22.577032	26.968437	-1883.220337	940.120544	-7.900187	234.551254	310.707581	833.546875	788.459473	1431.390869	1.148042	1.148175	1.148003	1.148555	1.148717	1.148756	1.148456	1.148411	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712585	-0.355729	0.002989	-0.088751	-0.117568	-0.315403	-0.298342	-0.541619
10801.695312	26.968248	22.598198	26.968124	-1883.015503	940.439209	-8.328681	233.739471	310.987000	833.858215	788.612793	1431.459351	1.148076	1.148235	1.148000	1.148576	1.148748	1.148772	1.148466	1.148380	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712508	-0.355850	0.003151	-0.088444	-0.117673	-0.315521	-0.298400	-0.541645
10804.951172	26.971128	22.618179	26.969688	-1883.268066	939.938538	-8.998969	235.692978	310.798492	834.045776	788.926758	1431.670532	1.148042	1.148178	1.147988	1.148552	1.148731	1.148793	1.148469	1.148427	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712603	-0.355660	0.003405	-0.089183	-0.117602	-0.315592	-0.298519	-0.541725
10808.201172	26.964302	22.594952	26.969000	-1883.518799	940.079346	-8.901159	234.234802	310.532288	833.729858	788.315002	1431.145630	1.148094	1.148211	1.148022	1.148554	1.148760	1.148814	1.148476	1.148411	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712698	-0.355713	0.003368	-0.088631	-0.117501	-0.315472	-0.298288	-0.541526
10811.455078	26.949524	22.568790	26.968750	-1883.808228	939.864868	-9.130606	232.207077	310.341583	833.562256	788.120850	1431.033936	1.148077	1.148224	1.148045	1.148542	1.148744	1.148762	1.148465	1.148372	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712808	-0.355632	0.003455	-0.087864	-0.117429	-0.315409	-0.298214	-0.541484
10814.708984	26.948671	22.575783	26.969749	-1883.955444	939.341309	-9.426073	228.495239	309.994232	833.333557	787.933228	1430.584106	1.148044	1.148192	1.148002	1.148496	1.148688	1.148754	1.148440	1.148340	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712863	-0.355434	0.003567	-0.086460	-0.117298	-0.315322	-0.298143	-0.541314
10817.965820	26.941309	22.568104	26.969999	-1884.271484	939.277527	-10.006418	232.740860	309.706940	833.057556	787.594849	1430.348022	1.148045	1.148196	1.147996	1.148531	1.148666	1.148743	1.148446	1.148403	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.712983	-0.355410	0.003786	-0.088066	-0.117189	-0.315218	-0.298015	-0.541224
10821.222656	26.949152	22.554054	26.969126	-1885.151978	938.983093	-10.676944	234.356171	309.575104	833.007080	787.469910	1430.677368	1.148062	1.148177	1.148041	1.148530	1.148704	1.148713	1.148394	1.148396	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.713316	-0.355299	0.004040	-0.088677	-0.117139	-0.315199	-0.297968	-0.541349
10824.480469	26.948137	22.517466	26.969000	-1885.140869	939.053894	-10.700031	232.781937	309.280853	832.696838	787.087097	1430.496216	1.148025	1.148166	1.147975	1.148485	1.148676	1.148703	1.148377	1.148336	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.713312	-0.355325	0.004049	-0.088082	-0.117028	-0.315081	-0.297823	-0.541281
10827.732422	26.951178	22.569851	26.969812	-1885.512939	938.779175	-11.166094	234.691925	309.230804	832.636475	787.171509	1430.212280	1.148024	1.148151	1.147946	1.148499	1.148663	1.148692	1.148397	1.148328	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.713453	-0.355221	0.004225	-0.088804	-0.117009	-0.315058	-0.297855	-0.541173
10830.985352	26.940884	22.608128	26.971188	-1885.717163	938.607971	-11.631827	226.156586	309.167664	832.682678	786.837952	1429.958984	1.148030	1.148132	1.147954	1.148486	1.148645	1.148700	1.148387	1.148326	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.713530	-0.355157	0.004401	-0.085575	-0.116985	-0.315076	-0.297729	-0.541077
10834.239258	26.947498	22.638908	26.970625	-1886.042969	938.384888	-11.911527	229.974396	308.845734	832.894531	786.781494	1430.268677	1.148006	1.148122	1.147944	1.148484	1.148659	1.148707	1.148403	1.148336	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.713653	-0.355072	0.004507	-0.087019	-0.116863	-0.315156	-0.297708	-0.541194
10837.493164	26.953205	22.660389	26.970938	-1885.748413	938.711243	-11.884970	231.989944	309.124298	832.742371	786.809021	1430.457031	1.147982	1.148134	1.147933	1.148490	1.148647	1.148693	1.148370	1.148338	19.000000	1.000000	0.000000	50.000000	600.000000	27.000000	0.713542	-0.355196	0.004497	-0.087782	-0.116968	-0.315099	-0.297718	-0.541266
