T  (s),T1,T2,T3,CL1cBAK2,CL2polyAC,CL3cBAK2,CL4polyAC,CL5McBAK2,CL6polyAC,CL7cBAK2,CL8polyAC,Sum1,Sum2,Sum3,Sum4,Sum5,Sum6,Sum7,Sum8,Inj.,Val.,Vol.,Flow,Tim.,Setpoint,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8
8657.681641,26.964409,22.43923,26.964125,-1960.473999,-2880.837402,-2148.581299,-2070.282471,-2876.363281,-876.902527,-1825.230591,2612.057617,1.165143,1.165199,1.165037,1.165418,1.165507,1.165028,1.164684,0.534677,16.0,1.0,0.0,50.0,600.0,27.0,0.741817,1.09007,0.812994,0.783367,1.088377,0.331808,0.690643,-0.988367
8660.932617,26.962381,22.443476,26.964813,-1961.029663,-2881.166992,-2149.604736,-2070.520996,-2875.344238,-876.590393,-1827.038208,2620.563232,1.165136,1.165168,1.165012,1.165417,1.165511,1.165025,1.16469,0.534436,16.0,1.0,0.0,50.0,600.0,27.0,0.742027,1.090195,0.813382,0.783457,1.087992,0.33169,0.691327,-0.991586
8664.181641,26.977104,22.453278,26.962875,-1965.461426,-2881.072998,-2152.066406,-2069.013916,-2876.547119,-875.133118,-1828.750854,2618.172852,1.165091,1.165158,1.165021,1.165396,1.165503,1.165048,1.164679,0.53436,16.0,1.0,0.0,50.0,600.0,27.0,0.743704,1.090159,0.814313,0.782887,1.088447,0.331139,0.691975,-0.990681
8667.43457,26.977585,22.4564,26.967562,-1959.486938,-2879.918945,-2148.80249,-2069.92334,-2877.113525,-875.817993,-1829.469604,2619.59668,1.165098,1.165172,1.165017,1.165412,1.165526,1.165065,1.164703,0.534685,16.0,1.0,0.0,50.0,600.0,27.0,0.741444,1.089723,0.813078,0.783231,1.088661,0.331398,0.692247,-0.99122
8670.689453,26.98708,22.449657,26.965937,-1960.091187,-2879.84082,-2149.324463,-2069.093262,-2877.674561,-875.966309,-1824.443604,2618.183838,1.165139,1.165194,1.165012,1.16543,1.165539,1.165066,1.164765,0.534567,16.0,1.0,0.0,50.0,600.0,27.0,0.741672,1.089693,0.813276,0.782917,1.088873,0.331454,0.690345,-0.990686
8673.939453,26.987133,22.448532,26.965376,-1959.290649,-2878.938965,-2149.5979,-2069.4729,-2875.186035,-874.525696,-1829.449097,2620.69043,1.165193,1.165266,1.165108,1.165484,1.165578,1.165089,1.16477,0.53459,16.0,1.0,0.0,50.0,600.0,27.0,0.741369,1.089352,0.813379,0.783061,1.087932,0.330909,0.692239,-0.991634
8677.193359,26.977371,22.461208,26.965563,-1959.870361,-2877.116699,-2148.541748,-2068.943848,-2877.797607,-874.996948,-1829.481689,2616.416748,1.16513,1.165211,1.165076,1.165471,1.165557,1.165074,1.164714,0.534541,16.0,1.0,0.0,50.0,600.0,27.0,0.741589,1.088662,0.812979,0.782861,1.08892,0.331087,0.692251,-0.990017
8680.444336,26.974916,22.478815,26.963688,-1958.54541,-2878.835449,-2150.42041,-2068.877686,-2878.119873,-876.191223,-1834.44458,2616.31543,1.16515,1.1652,1.16508,1.165452,1.165507,1.165041,1.164688,0.53464,16.0,1.0,0.0,50.0,600.0,27.0,0.741087,1.089313,0.81369,0.782835,1.089042,0.331539,0.694129,-0.989979
8683.698242,26.978224,22.481501,26.96525,-1958.099365,-2879.213135,-2150.30957,-2069.466553,-2878.909424,-876.742554,-1828.722046,2615.975098,1.165122,1.1652,1.165048,1.165443,1.165547,1.165057,1.164723,0.534651,16.0,1.0,0.0,50.0,600.0,27.0,0.740919,1.089456,0.813648,0.783058,1.089341,0.331748,0.691964,-0.98985
8686.951172,26.997269,22.489368,26.964312,-1957.239258,-2880.411377,-2146.338867,-2069.608887,-2876.195801,-874.257019,-1823.247803,2615.825195,1.165145,1.165192,1.165051,1.165504,1.165562,1.165073,1.164739,0.534988,16.0,1.0,0.0,50.0,600.0,27.0,0.740593,1.089909,0.812146,0.783112,1.088314,0.330807,0.689892,-0.989793
8690.203125,26.986813,22.473009,26.9655,-1956.512939,-2879.760986,-2150.213623,-2067.762207,-2875.373779,-874.383606,-1830.261475,2614.260742,1.165151,1.165243,1.165092,1.165451,1.165572,1.16508,1.164741,0.534672,16.0,1.0,0.0,50.0,600.0,27.0,0.740318,1.089663,0.813612,0.782413,1.088003,0.330855,0.692546,-0.989201
8693.457031,26.992094,22.453091,26.964251,-1956.705933,-2880.81958,-2145.908447,-2068.723633,-2879.181396,-873.834473,-1829.723267,2613.984619,1.165163,1.165231,1.165089,1.165486,1.165603,1.165108,1.164768,0.534518,16.0,1.0,0.0,50.0,600.0,27.0,0.740391,1.090063,0.811983,0.782777,1.089444,0.330647,0.692343,-0.989097
8696.711914,26.995241,22.460958,26.964125,-1957.466187,-2876.875732,-2149.978027,-2070.099365,-2879.174561,-872.864197,-1829.311401,2614.006836,1.165178,1.165251,1.165085,1.165509,1.165612,1.1651,1.164748,0.534693,16.0,1.0,0.0,50.0,600.0,27.0,0.740679,1.088571,0.813523,0.783298,1.089441,0.33028,0.692187,-0.989105
8699.966797,27.010872,22.452591,26.964437,-1951.862549,-2879.964355,-2150.479004,-2069.610352,-2878.728027,-872.728638,-1830.379883,2614.141113,1.165147,1.165231,1.165067,1.165477,1.165578,1.165101,1.164741,0.534807,16.0,1.0,0.0,50.0,600.0,27.0,0.738559,1.08974,0.813712,0.783113,1.089272,0.330229,0.692591,-0.989156
8703.220703,27.016685,22.464642,26.966375,-1957.215698,-2881.637695,-2151.258301,-2070.591797,-2880.521973,-873.653503,-1830.528076,2613.529053,1.165126,1.165222,1.165071,1.165438,1.165539,1.165043,1.16471,0.534922,16.0,1.0,0.0,50.0,600.0,27.0,0.740584,1.090373,0.814007,0.783484,1.089951,0.330579,0.692647,-0.988924
8706.474609,27.034184,22.483997,26.966125,-1956.755249,-2882.047363,-2150.377686,-2070.453369,-2880.920654,-872.847534,-1832.740234,2608.500977,1.165111,1.165191,1.165043,1.165425,1.165542,1.165065,1.16473,0.534699,16.0,1.0,0.0,50.0,600.0,27.0,0.74041,1.090528,0.813674,0.783432,1.090102,0.330274,0.693484,-0.987022
8709.724609,27.046612,22.489305,26.966188,-1956.13623,-2878.098633,-2148.259277,-2070.037842,-2880.768311,-872.154419,-1831.586426,2607.440918,1.165137,1.165234,1.165068,1.165484,1.165573,1.165069,1.164717,0.53482,16.0,1.0,0.0,50.0,600.0,27.0,0.740176,1.089034,0.812872,0.783274,1.090044,0.330012,0.693048,-0.986621
8712.982422,27.058508,22.497234,26.966562,-1956.86731,-2879.61377,-2151.214355,-2069.628906,-2869.824951,-871.289673,-1830.274292,2608.714355,1.165126,1.165213,1.165056,1.165446,1.165542,1.165038,1.164699,0.534942,16.0,1.0,0.0,50.0,600.0,27.0,0.740452,1.089607,0.813991,0.78312,1.085903,0.329684,0.692551,-0.987102
8716.238281,27.051626,22.452091,26.964188,-1954.766724,-2881.669678,-2149.390869,-2069.608887,-2880.429443,-872.638245,-1831.908813,2608.640137,1.165173,1.165234,1.165099,1.165481,1.165609,1.165074,1.164758,0.535245,16.0,1.0,0.0,50.0,600.0,27.0,0.739657,1.090385,0.813301,0.783112,1.089916,0.330195,0.69317,-0.987074
8719.489258,27.036743,22.468201,26.96525,-1953.251465,-2881.75293,-2151.246338,-2064.196777,-2881.110352,-870.549133,-1832.03894,2602.818115,1.165158,1.165205,1.165073,1.165467,1.165558,1.165059,1.164759,0.534645,16.0,1.0,0.0,50.0,600.0,27.0,0.739084,1.090417,0.814003,0.781064,1.090173,0.329404,0.693219,-0.984871
8722.741211,27.023087,22.478254,26.964375,-1956.169922,-2880.101562,-2152.448242,-2070.404297,-2881.540039,-870.293335,-1829.702271,2601.440186,1.165135,1.165203,1.165037,1.165452,1.165545,1.165049,1.164723,0.534735,16.0,1.0,0.0,50.0,600.0,27.0,0.740188,1.089792,0.814457,0.783413,1.090336,0.329307,0.692335,-0.98435
8725.992187,27.022715,22.471136,26.96575,-1956.268188,-2882.861084,-2152.975098,-2071.370361,-2882.378662,-871.420776,-1835.178589,2564.620117,1.165112,1.165211,1.165039,1.165431,1.165532,1.165014,1.164712,0.532278,16.0,1.0,0.0,50.0,600.0,27.0,0.740226,1.090836,0.814657,0.783779,1.090653,0.329734,0.694407,-0.970418
8729.244141,27.017754,22.484186,26.966438,-1956.772461,-2883.30249,-2152.952148,-2071.526123,-2884.433594,-868.764587,-1837.363525,2563.553467,1.165086,1.165157,1.165043,1.165419,1.165539,1.16506,1.164691,0.532458,16.0,1.0,0.0,50.0,600.0,27.0,0.740416,1.091003,0.814648,0.783838,1.091431,0.328729,0.695234,-0.970014
8732.501953,27.032423,22.436232,26.964437,-1957.048706,-2882.759521,-2153.068359,-2071.06665,-2882.334961,-869.536255,-1837.583984,2564.637695,1.165095,1.16517,1.165032,1.165392,1.16551,1.165045,1.164707,0.532458,16.0,1.0,0.0,50.0,600.0,27.0,0.740521,1.090797,0.814692,0.783664,1.090637,0.329021,0.695317,-0.970424
8735.753906,27.011671,22.376915,26.966249,-1957.031616,-2882.886719,-2152.520264,-2071.924316,-2883.415039,-869.850159,-1838.425171,2564.042236,1.165098,1.165185,1.165027,1.165438,1.165519,1.165021,1.16469,0.532614,16.0,1.0,0.0,50.0,600.0,27.0,0.740514,1.090846,0.814485,0.783988,1.091045,0.32914,0.695635,-0.970199
8739.008789,27.014072,22.389029,26.963312,-1957.11438,-2883.395752,-2153.98584,-2072.519775,-2883.72583,-867.674377,-1837.8302,2563.869141,1.165123,1.165197,1.165024,1.165417,1.165546,1.165067,1.164725,0.53242,16.0,1.0,0.0,50.0,600.0,27.0,0.740546,1.091038,0.815039,0.784214,1.091163,0.328316,0.69541,-0.970134
8742.261719,26.989374,22.401829,26.966063,-1957.276245,-2884.178955,-2153.760986,-2071.929932,-2883.502686,-866.319153,-1837.455444,2572.261719,1.16511,1.165161,1.165057,1.165442,1.16552,1.165018,1.164707,0.532477,16.0,1.0,0.0,50.0,600.0,27.0,0.740607,1.091335,0.814954,0.783991,1.091079,0.327804,0.695268,-0.973309
8745.514648,27.005964,22.37985,26.966875,-1954.917236,-2887.606934,-2152.729004,-2071.054199,-2883.776367,-868.530884,-1837.01001,2560.588623,1.165173,1.165249,1.165093,1.165474,1.165584,1.165072,1.164741,0.532192,16.0,1.0,0.0,50.0,600.0,27.0,0.739714,1.092632,0.814564,0.783659,1.091182,0.32864,0.6951,-0.968892
8748.767578,27.008524,22.383347,26.967937,-1956.818481,-2881.702637,-2153.685547,-2071.956787,-2882.412354,-864.476929,-1839.893188,2560.027344,1.165091,1.16518,1.165017,1.165441,1.165544,1.165023,1.164701,0.532516,16.0,1.0,0.0,50.0,600.0,27.0,0.740434,1.090398,0.814926,0.784001,1.090666,0.327106,0.696191,-0.96868
8752.019531,27.008684,22.407885,26.965563,-1955.638672,-2889.018066,-2153.4375,-2070.798584,-2882.095703,-864.659851,-1845.551147,2562.229004,1.16514,1.165209,1.165035,1.165422,1.165514,1.165047,1.164699,0.532974,16.0,1.0,0.0,50.0,600.0,27.0,0.739987,1.093166,0.814832,0.783562,1.090546,0.327176,0.698332,-0.969513
8755.268555,27.009644,22.435608,26.965376,-1952.073853,-2884.860107,-2154.059326,-2072.747803,-2877.9375,-863.5224,-1840.669678,2560.105957,1.165092,1.16516,1.165008,1.165385,1.165505,1.165014,1.164674,0.532767,16.0,1.0,0.0,50.0,600.0,27.0,0.738639,1.091592,0.815067,0.7843,1.088973,0.326745,0.696485,-0.96871
8758.518555,27.004522,22.439417,26.966188,-1958.624634,-2883.930908,-2153.698242,-2072.462158,-2883.596436,-860.892822,-1839.696045,2562.688477,1.1651,1.165169,1.165034,1.165394,1.165491,1.164976,1.164649,0.532853,16.0,1.0,0.0,50.0,600.0,27.0,0.741117,1.091241,0.81493,0.784192,1.091114,0.32575,0.696116,-0.969687
8761.776367,26.994654,22.443975,26.964937,-1956.289307,-2881.072266,-2153.178223,-2071.39917,-2883.792725,-859.664917,-1839.782593,2563.142578,1.165064,1.165142,1.165004,1.165381,1.165492,1.164974,1.164678,0.532962,16.0,1.0,0.0,50.0,600.0,27.0,0.740234,1.090159,0.814734,0.78379,1.091188,0.325286,0.696149,-0.969859
8765.027344,27.005964,22.447908,26.96575,-1955.261475,-2876.57666,-2154.349365,-2070.877441,-2884.528076,-859.394165,-1840.440918,2563.51123,1.165148,1.165224,1.165052,1.165465,1.165602,1.165095,1.164745,0.533338,16.0,1.0,0.0,50.0,600.0,27.0,0.739845,1.088458,0.815177,0.783592,1.091467,0.325183,0.696398,-0.969998
8768.282227,27.013592,22.459585,26.966625,-1956.735596,-2883.791992,-2155.455566,-2072.871582,-2884.835449,-859.117432,-1841.925293,2562.19165,1.165124,1.165175,1.165023,1.165421,1.165521,1.165015,1.164686,0.533267,16.0,1.0,0.0,50.0,600.0,27.0,0.740402,1.091188,0.815595,0.784347,1.091583,0.325078,0.69696,-0.969499
8771.533203,26.99935,22.439291,26.9655,-1955.703857,-2885.214355,-2155.535156,-2072.864258,-2887.502441,-859.935974,-1845.750977,2562.989746,1.165092,1.165191,1.16503,1.165421,1.165525,1.165055,1.164708,0.534366,16.0,1.0,0.0,50.0,600.0,27.0,0.740012,1.091726,0.815626,0.784344,1.092592,0.325388,0.698407,-0.969801
8774.785156,26.99044,22.434172,26.966249,-1957.27771,-2884.587402,-2153.028076,-2074.643066,-2887.892334,-859.40094,-1861.647583,2562.955811,1.16516,1.165218,1.165047,1.165447,1.165573,1.165067,1.164713,0.534677,16.0,1.0,0.0,50.0,600.0,27.0,0.740608,1.091489,0.814677,0.785017,1.09274,0.325186,0.704422,-0.969788
8778.036133,26.9874,22.436731,26.966812,-1955.677124,-2885.982666,-2156.662354,-2075.651611,-2889.327148,-859.114136,-1848.753784,2564.69165,1.165152,1.165205,1.165058,1.165452,1.165545,1.165051,1.164724,0.535378,16.0,1.0,0.0,50.0,600.0,27.0,0.740002,1.092017,0.816052,0.785399,1.093283,0.325077,0.699544,-0.970445
8781.287109,26.981371,22.447159,26.966499,-1957.359985,-2887.140869,-2157.861328,-2076.001465,-2890.259033,-860.961792,-1849.439453,2563.486084,1.16514,1.165185,1.165045,1.165449,1.16554,1.16508,1.164744,0.535622,16.0,1.0,0.0,50.0,600.0,27.0,0.740639,1.092455,0.816506,0.785531,1.093635,0.325776,0.699803,-0.969989
8784.539062,26.989693,22.448782,26.966312,-1958.810303,-2884.059814,-2158.661133,-2078.510986,-2890.466064,-860.368835,-1853.145386,2563.917725,1.165103,1.165171,1.165033,1.165427,1.165531,1.165024,1.164688,0.535641,16.0,1.0,0.0,50.0,600.0,27.0,0.741187,1.091289,0.816808,0.786481,1.093714,0.325552,0.701205,-0.970152
8787.791992,26.985106,22.452091,26.965187,-1950.226196,-2887.873535,-2158.11792,-2078.900391,-2891.580322,-860.313599,-1852.511108,2563.556396,1.165108,1.165185,1.165051,1.165435,1.165541,1.165057,1.164751,0.535701,16.0,1.0,0.0,50.0,600.0,27.0,0.737939,1.092733,0.816603,0.786628,1.094135,0.325531,0.700965,-0.970015
8791.046875,27.002283,22.42543,26.967251,-1959.558716,-2887.829346,-2159.143555,-2081.042236,-2892.299561,-861.69458,-1851.323608,2564.281982,1.165166,1.165203,1.165048,1.165438,1.16556,1.16506,1.164723,0.535805,16.0,1.0,0.0,50.0,600.0,27.0,0.741471,1.092716,0.816991,0.787438,1.094407,0.326054,0.700516,-0.97029
8794.299805,27.005537,22.438417,26.967625,-1959.61853,-2887.201172,-2159.372559,-2079.481934,-2891.628418,-860.06488,-1853.209106,2563.470459,1.165082,1.165166,1.165014,1.16542,1.165526,1.165045,1.164698,0.536063,16.0,1.0,0.0,50.0,600.0,27.0,0.741493,1.092478,0.817078,0.786848,1.094153,0.325437,0.701229,-0.969983
8797.551758,26.99044,22.447409,26.967812,-1959.51416,-2888.719238,-2158.417725,-2080.179199,-2891.992432,-860.960144,-1851.719482,2564.223877,1.165081,1.165155,1.164992,1.165417,1.165525,1.165034,1.164699,0.535978,16.0,1.0,0.0,50.0,600.0,27.0,0.741454,1.093053,0.816716,0.787112,1.094291,0.325776,0.700666,-0.970268
8800.802734,26.976091,22.446285,26.965063,-1959.570312,-2887.572754,-2158.342773,-2079.775635,-2891.459717,-861.211853,-1853.170166,2565.172607,1.165188,1.165243,1.165088,1.16551,1.165603,1.165092,1.164781,0.536008,16.0,1.0,0.0,50.0,600.0,27.0,0.741475,1.092619,0.816688,0.786959,1.09409,0.325871,0.701215,-0.970627
8804.053711,26.953739,22.45434,26.966438,-1959.124268,-2887.35376,-2159.819336,-2080.082031,-2892.126709,-860.783142,-1853.736816,2565.134277,1.165155,1.165204,1.165091,1.165482,1.165558,1.165066,1.16471,0.536098,16.0,1.0,0.0,50.0,600.0,27.0,0.741306,1.092536,0.817247,0.787075,1.094342,0.325709,0.701429,-0.970612
8807.304687,26.946323,22.449844,26.967312,-1959.924805,-2889.252686,-2160.108643,-2080.931396,-2893.389404,-861.545471,-1854.367065,2565.858154,1.165123,1.165187,1.165031,1.165428,1.165535,1.165049,1.164696,0.536318,16.0,1.0,0.0,50.0,600.0,27.0,0.741609,1.093254,0.817356,0.787396,1.09482,0.325997,0.701668,-0.970886
8810.558594,26.937469,22.452091,26.966188,-1959.928711,-2891.733887,-2160.533691,-2080.866943,-2892.355225,-861.148132,-1854.636841,2566.084229,1.165091,1.165193,1.165045,1.16544,1.165532,1.165008,1.164703,0.536378,16.0,1.0,0.0,50.0,600.0,27.0,0.741611,1.094193,0.817517,0.787372,1.094428,0.325847,0.70177,-0.970972
8813.80957,26.931068,22.466328,26.966688,-1959.936523,-2888.990479,-2159.209229,-2079.510986,-2892.813232,-861.250366,-1853.516724,2566.536133,1.165128,1.165219,1.165069,1.165455,1.165523,1.165058,1.164719,0.536316,16.0,1.0,0.0,50.0,600.0,27.0,0.741614,1.093155,0.817016,0.786859,1.094602,0.325886,0.701346,-0.971143
8817.067383,26.950272,22.481438,26.967375,-1960.013916,-2887.823242,-2158.969482,-2080.113281,-2892.311523,-861.270325,-1854.821045,2568.178955,1.16515,1.165201,1.165049,1.165455,1.165569,1.165051,1.16472,0.536733,16.0,1.0,0.0,50.0,600.0,27.0,0.741643,1.092713,0.816925,0.787087,1.094412,0.325893,0.701839,-0.971764
8820.320312,26.939548,22.488056,26.966812,-1960.333252,-2889.034912,-2159.940186,-2080.925293,-2894.421143,-862.073303,-1853.373901,2567.835693,1.16514,1.16523,1.165075,1.16545,1.165562,1.165062,1.164705,0.536396,16.0,1.0,0.0,50.0,600.0,27.0,0.741764,1.093172,0.817292,0.787394,1.09521,0.326197,0.701292,-0.971635
8823.574219,26.930267,22.499546,26.9645,-1960.303833,-2889.531738,-2160.567139,-2081.182617,-2894.547852,-862.171692,-1856.838745,2569.173096,1.165112,1.165205,1.165047,1.165452,1.165559,1.165032,1.164711,0.536739,16.0,1.0,0.0,50.0,600.0,27.0,0.741753,1.09336,0.81753,0.787492,1.095258,0.326234,0.702603,-0.972141
8826.824219,26.939976,22.482687,26.966499,-1960.490723,-2889.598877,-2160.061279,-2079.914307,-2894.335449,-861.840027,-1854.31958,2566.292725,1.165138,1.165196,1.165035,1.165416,1.165479,1.16499,1.164667,0.536383,16.0,1.0,0.0,50.0,600.0,27.0,0.741823,1.093385,0.817338,0.787012,1.095178,0.326109,0.70165,-0.971051
8830.082031,26.95262,22.469574,26.969313,-1960.66626,-2888.891357,-2160.248047,-2080.469971,-2893.057861,-860.963684,-1855.527832,2565.100342,1.16505,1.1651,1.164989,1.165393,1.165479,1.164988,1.164642,0.536199,16.0,1.0,0.0,50.0,600.0,27.0,0.74189,1.093118,0.817409,0.787222,1.094694,0.325777,0.702107,-0.9706
8833.335937,26.945524,22.484497,26.965626,-1960.810547,-2889.381836,-2159.871094,-2081.191406,-2894.392334,-862.052307,-1857.90332,2566.37207,1.165088,1.165134,1.165014,1.165395,1.165522,1.165028,1.164694,0.536514,16.0,1.0,0.0,50.0,600.0,27.0,0.741944,1.093303,0.817266,0.787495,1.095199,0.326189,0.703006,-0.971081
8836.587891,26.949471,22.474756,26.966188,-1960.49353,-2889.889893,-2160.973145,-2082.019287,-2895.19165,-861.947693,-1857.223755,2568.642822,1.165111,1.165177,1.165004,1.165378,1.165498,1.164963,1.164663,0.536627,16.0,1.0,0.0,50.0,600.0,27.0,0.741824,1.093495,0.817683,0.787808,1.095502,0.326149,0.702749,-0.97194
8839.841797,26.946964,22.440104,26.966749,-1960.949463,-2890.273926,-2161.275635,-2081.123779,-2894.668701,-861.557495,-1856.202881,2569.753906,1.165091,1.165158,1.165027,1.165449,1.165535,1.165046,1.164723,0.536693,16.0,1.0,0.0,50.0,600.0,27.0,0.741997,1.093641,0.817798,0.787469,1.095304,0.326002,0.702362,-0.97236
8843.095703,26.929255,22.460958,26.969,-1961.647583,-2890.218506,-2161.739258,-2081.536621,-2894.885742,-861.776611,-1857.161621,2570.090332,1.165073,1.165117,1.164988,1.165418,1.165516,1.165038,1.16471,0.536367,16.0,1.0,0.0,50.0,600.0,27.0,0.742261,1.09362,0.817973,0.787625,1.095386,0.326085,0.702725,-0.972488
8846.351562,26.925253,22.456587,26.965876,-1961.779785,-2890.213379,-2160.955566,-2081.065186,-2894.715332,-861.268677,-1856.66333,2576.028564,1.16514,1.165203,1.165055,1.165434,1.165502,1.16503,1.164681,0.536197,16.0,1.0,0.0,50.0,600.0,27.0,0.742311,1.093618,0.817677,0.787447,1.095321,0.325893,0.702536,-0.974735
8849.601562,26.927601,22.457899,26.966999,-1963.808594,-2890.015869,-2161.501221,-2081.513916,-2894.786133,-860.621765,-1855.596924,2577.584961,1.165106,1.165213,1.165064,1.16545,1.165562,1.165068,1.164705,0.53612,16.0,1.0,0.0,50.0,600.0,27.0,0.743079,1.093543,0.817883,0.787617,1.095348,0.325648,0.702133,-0.975324
8852.853516,26.921465,22.438791,26.966625,-1962.1875,-2891.835693,-2161.925537,-2081.462891,-2895.154785,-860.653748,-1854.261475,2579.853516,1.165126,1.165221,1.165059,1.16546,1.165558,1.165058,1.164721,0.53625,16.0,1.0,0.0,50.0,600.0,27.0,0.742465,1.094232,0.818044,0.787598,1.095488,0.32566,0.701628,-0.976182
8856.107422,26.912664,22.433048,26.967251,-1961.967896,-2890.188721,-2162.583252,-2080.918701,-2895.643555,-861.200867,-1854.381348,2582.042236,1.165148,1.165223,1.16504,1.165449,1.165541,1.165017,1.164711,0.536296,16.0,1.0,0.0,50.0,600.0,27.0,0.742382,1.093609,0.818292,0.787392,1.095673,0.325867,0.701673,-0.97701
8859.364258,26.937737,22.41057,26.966999,-1962.30188,-2891.178711,-2162.354004,-2081.667725,-2895.601562,-860.673645,-1855.359375,2584.044922,1.165101,1.165144,1.165012,1.165416,1.165526,1.165062,1.164719,0.536482,16.0,1.0,0.0,50.0,600.0,27.0,0.742509,1.093983,0.818206,0.787675,1.095657,0.325667,0.702043,-0.977768
8862.618164,26.952513,22.420435,26.967937,-1961.849731,-2890.061035,-2161.918213,-2081.650635,-2895.63916,-861.359558,-1855.35498,2586.678955,1.1651,1.165175,1.165033,1.165433,1.1655,1.165015,1.164666,0.536487,16.0,1.0,0.0,50.0,600.0,27.0,0.742338,1.09356,0.818041,0.787669,1.095671,0.325927,0.702041,-0.978765
8865.871094,26.94067,22.382534,26.966063,-1962.780762,-2890.728271,-2161.246338,-2081.844238,-2896.000977,-861.581848,-1851.623779,2589.161621,1.16509,1.165192,1.165014,1.165448,1.165555,1.165048,1.16472,0.536449,16.0,1.0,0.0,50.0,600.0,27.0,0.74269,1.093813,0.817787,0.787742,1.095808,0.326011,0.70063,-0.979704
8869.124023,26.934322,22.361431,26.967251,-1962.888062,-2891.647949,-2162.513916,-2083.090576,-2899.154053,-865.062317,-1857.53418,2590.664307,1.165087,1.165137,1.164984,1.165383,1.165489,1.164991,1.164624,0.538224,16.0,1.0,0.0,50.0,600.0,27.0,0.74273,1.094161,0.818266,0.788213,1.097001,0.327328,0.702866,-0.980273
8872.375977,26.946323,22.385157,26.966249,-1960.825928,-2892.377686,-2163.04248,-2081.401123,-2897.732422,-864.67041,-1865.060913,2592.198975,1.165078,1.165147,1.164988,1.16538,1.165501,1.165002,1.164656,0.538428,16.0,1.0,0.0,50.0,600.0,27.0,0.74195,1.094437,0.818466,0.787574,1.096463,0.32718,0.705714,-0.980853
8875.628906,26.968195,22.413006,26.966625,-1962.025146,-2890.974365,-2162.358643,-2081.314453,-2899.888672,-865.99469,-1868.749756,2593.744385,1.165081,1.165151,1.165001,1.165391,1.165475,1.164983,1.16465,0.538604,16.0,1.0,0.0,50.0,600.0,27.0,0.742404,1.093906,0.818207,0.787541,1.097279,0.327681,0.70711,-0.981438
8878.879883,26.976837,22.439291,26.967937,-1962.37207,-2891.948975,-2165.716064,-2085.129639,-2902.857666,-866.70166,-1868.612549,2595.236084,1.16506,1.165153,1.164966,1.165386,1.165482,1.164974,1.164694,0.538986,16.0,1.0,0.0,50.0,600.0,27.0,0.742535,1.094275,0.819478,0.788985,1.098402,0.327948,0.707058,-0.982002
8882.134766,26.978758,22.433985,26.966875,-1964.938843,-2893.314697,-2166.928467,-2088.028076,-2903.273193,-866.536194,-1868.177246,2595.854248,1.165101,1.165165,1.164976,1.165362,1.165462,1.165,1.164634,0.539022,16.0,1.0,0.0,50.0,600.0,27.0,0.743506,1.094791,0.819937,0.790082,1.09856,0.327886,0.706893,-0.982236
8885.385742,26.974384,22.428864,26.963249,-1966.026611,-2894.063232,-2166.619629,-2087.482666,-2912.721191,-866.183716,-1868.771362,2596.439453,1.165044,1.165116,1.164964,1.165363,1.165488,1.164986,1.16467,0.539388,16.0,1.0,0.0,50.0,600.0,27.0,0.743918,1.095075,0.81982,0.789875,1.102135,0.327752,0.707118,-0.982458
8888.637695,26.979025,22.406261,26.966999,-1966.43396,-2892.418945,-2166.698486,-2088.669678,-2900.527832,-865.308105,-1868.547607,2599.813477,1.165099,1.16519,1.16501,1.165448,1.165526,1.164987,1.164686,0.539045,16.0,1.0,0.0,50.0,600.0,27.0,0.744072,1.094452,0.81985,0.790325,1.097521,0.327421,0.707033,-0.983734
8891.891602,26.977051,22.410257,26.968187,-1971.509277,-2894.753906,-2168.199951,-2087.335937,-2902.982422,-865.984497,-1868.409668,2597.970703,1.165099,1.165167,1.165025,1.165423,1.165516,1.165022,1.164639,0.539628,16.0,1.0,0.0,50.0,600.0,27.0,0.745993,1.095336,0.820418,0.78982,1.098449,0.327677,0.706981,-0.983037
8895.144531,26.973476,22.430176,26.966375,-1967.642822,-2894.711914,-2167.11377,-2087.785889,-2903.605469,-866.474182,-1868.934082,2599.058105,1.165048,1.165129,1.165016,1.16541,1.165498,1.16498,1.164625,0.539417,16.0,1.0,0.0,50.0,600.0,27.0,0.74453,1.09532,0.820007,0.78999,1.098685,0.327862,0.70718,-0.983449
8898.394531,26.970596,22.409634,26.966688,-1966.555908,-2894.64624,-2171.280029,-2085.330811,-2903.24585,-866.737305,-1869.221191,2600.626221,1.165105,1.1652,1.165009,1.165388,1.165488,1.165002,1.164696,0.539664,16.0,1.0,0.0,50.0,600.0,27.0,0.744118,1.095295,0.821583,0.789061,1.098549,0.327962,0.707288,-0.984042
8901.646484,26.967022,22.429613,26.966438,-1968.503906,-2892.637695,-2167.208496,-2087.034668,-2903.303711,-866.263306,-1868.40564,2602.329102,1.165116,1.165191,1.165014,1.16543,1.165527,1.165016,1.164711,0.5397,16.0,1.0,0.0,50.0,600.0,27.0,0.744855,1.094535,0.820043,0.789706,1.098571,0.327782,0.70698,-0.984686
